px	py	v	yaw_angle	yaw_rate	px_measured	py_measured	px_true	py_true	vx_true	vy_true	NIS
-0.162844	12.8305	5.07267	-1.9217	0.419309	0.0462308	12.9301	-0.319903	12.8295	-2.39739	-4.55704	5.32333e-006
-0.282243	12.605	5.04551	-1.92485	0.37937	-0.684792	12.3563	-0.438654	12.6011	-2.35412	-4.58326	0.000760992
-0.401319	12.3693	5.06654	-1.92048	0.361276	-0.476482	12.3633	-0.555273	12.3714	-2.31202	-4.60823	5.44728e-006
-0.526662	12.1604	5.0387	-1.92955	0.321883	-0.972122	12.5207	-0.669818	12.1404	-2.27111	-4.63198	0.000792964
-0.60553	11.9401	5.0165	-1.91273	0.323309	-0.582624	12.0386	-0.78235	11.9083	-2.23144	-4.65456	5.54176e-006
-0.732434	11.7123	5.02007	-1.92064	0.289319	-1.26757	11.6495	-0.892931	11.6751	-2.19304	-4.67598	0.000793359
-0.925939	11.47	5.09322	-1.95284	0.231739	-1.17212	11.3988	-1.00163	11.4409	-2.15594	-4.69628	5.50076e-006
-1.03376	11.244	5.05416	-1.95913	0.196322	-0.891441	10.959	-1.1085	11.2057	-2.12017	-4.71549	0.000772609
-1.20896	11.0174	5.09578	-1.98524	0.153093	-1.39289	11.0424	-1.21362	10.9695	-2.08575	-4.73364	5.1328e-006
-1.28736	10.7715	5.12228	-1.9569	0.189898	-1.29894	10.9012	-1.31706	10.7324	-2.05273	-4.75075	0.000694946
-1.41554	10.5185	5.16075	-1.95902	0.175892	-1.49687	10.4198	-1.41889	10.4945	-2.02111	-4.76686	4.65236e-006
-1.50072	10.2567	5.20083	-1.93516	0.203176	-1.59293	10.0212	-1.51917	10.2559	-1.99093	-4.78198	0.000672463
-1.6004	10.0457	5.17011	-1.933	0.194229	-1.61875	10.2374	-1.61797	10.0165	-1.96221	-4.79615	4.41816e-006
-1.69023	9.81544	5.14752	-1.92751	0.185325	-1.59702	9.96554	-1.71539	9.77637	-1.93498	-4.80939	0.000657781
-1.76608	9.59423	5.11652	-1.91556	0.188798	-1.73381	9.71347	-1.81147	9.53564	-1.90924	-4.82172	4.12718e-006
-1.87375	9.34322	5.16098	-1.90843	0.194178	-2.27191	9.37316	-1.90631	9.29431	-1.88502	-4.83316	0.0006379
-1.95385	9.05227	5.21222	-1.89081	0.202832	-1.93833	8.77028	-1.99998	9.05243	-1.86233	-4.84374	4.01243e-006
-2.04162	8.82854	5.17056	-1.89275	0.180003	-1.96565	9.13274	-2.09256	8.81003	-1.8412	-4.85347	0.000656752
-2.13749	8.57677	5.18762	-1.88935	0.173199	-2.1768	8.5411	-2.18412	8.56717	-1.82164	-4.86238	3.86106e-006
-2.26447	8.3238	5.22308	-1.90036	0.148599	-2.65862	8.19477	-2.27474	8.32388	-1.80365	-4.87047	0.000627696
-2.31292	8.08907	5.18647	-1.87961	0.164688	-2.21875	8.15339	-2.3645	8.0802	-1.78726	-4.87778	3.6839e-006
-2.37863	7.87458	5.13351	-1.87269	0.159849	-2.273	8.52315	-2.45348	7.83617	-1.77248	-4.8843	0.000598734
-2.49107	7.62389	5.16353	-1.87963	0.142006	-2.59674	7.60288	-2.54177	7.59184	-1.75931	-4.89006	3.3131e-006
-2.65485	7.38985	5.17249	-1.92257	0.0645793	-3.08256	7.38874	-2.62944	7.34723	-1.74777	-4.89507	0.000553472
-2.75833	7.1342	5.19731	-1.92404	0.058892	-2.79865	7.064	-2.71658	7.10238	-1.73786	-4.89933	3.05726e-006
-2.8202	6.89873	5.18129	-1.90462	0.0869693	-2.79412	7.20818	-2.80326	6.85734	-1.72958	-4.90286	0.000464464
-2.86458	6.6884	5.1137	-1.88793	0.101347	-2.74651	6.86867	-2.88957	6.61214	-1.72295	-4.90566	2.54614e-006
-2.93264	6.46436	5.05822	-1.89266	0.071936	-2.57673	6.36755	-2.97559	6.36681	-1.71797	-4.90774	0.000416255
-2.98766	6.22706	5.03856	-1.87947	0.0829424	-2.90217	6.22989	-3.0614	6.12139	-1.71464	-4.90911	2.22409e-006
-3.10405	5.98056	5.07772	-1.88893	0.0702154	-3.50172	6.10796	-3.14709	5.87592	-1.71297	-4.90976	0.000376513
-3.1852	5.70778	5.11793	-1.88293	0.0728691	-3.1778	5.53101	-3.23274	5.63043	-1.71295	-4.9097	2.06252e-006
-3.29469	5.46099	5.12405	-1.90332	0.0275228	-3.19736	5.19093	-3.31843	5.38496	-1.71458	-4.90893	0.000334326
-3.3903	5.20065	5.15527	-1.90478	0.0242749	-3.43031	5.10507	-3.40424	5.13955	-1.71787	-4.90745	1.81934e-006
-3.45759	4.9545	5.15384	-1.89131	0.0461332	-3.4281	4.94644	-3.49026	4.89422	-1.72281	-4.90525	0.00026339
-3.57011	4.67873	5.21603	-1.89767	0.0367785	-3.69435	4.52196	-3.57657	4.64902	-1.72939	-4.90233	1.51166e-006
-3.67939	4.42672	5.22671	-1.91765	-0.00695652	-3.50501	4.17643	-3.66325	4.40398	-1.73763	-4.89868	0.000205769
-3.81073	4.15784	5.28794	-1.93095	-0.0204395	-4.00238	4.04684	-3.75039	4.15913	-1.74749	-4.8943	1.27731e-006
-3.89151	3.91667	5.27721	-1.92012	0.00507813	-4.06447	4.10977	-3.83806	3.91452	-1.75899	-4.88918	0.000134816
-3.96474	3.68255	5.24642	-1.91562	0.00898074	-3.88053	3.75177	-3.92635	3.67019	-1.77212	-4.8833	1.0368e-006
-4.0678	3.47493	5.19838	-1.93458	-0.0283762	-4.23729	3.88878	-4.01533	3.42616	-1.78686	-4.87666	9.37289e-005
-4.15898	3.23021	5.20001	-1.93526	-0.02756	-4.15119	3.21968	-4.10509	3.18248	-1.8032	-4.86925	8.77891e-007
-4.27417	2.97691	5.22825	-1.95043	-0.0543226	-4.27467	2.88187	-4.19571	2.93919	-1.82113	-4.86104	5.71589e-005
-4.36329	2.70441	5.26354	-1.94636	-0.0460343	-4.32451	2.55034	-4.28727	2.69633	-1.84065	-4.85202	8.14953e-007
-4.45017	2.45462	5.2639	-1.94091	-0.0313642	-4.38481	2.39989	-4.37985	2.45393	-1.86173	-4.84218	3.0209e-005
-4.55408	2.19113	5.29634	-1.94226	-0.0297709	-4.61223	2.09192	-4.47352	2.21205	-1.88436	-4.83149	7.88859e-007
-4.66445	1.95931	5.28687	-1.96774	-0.0850514	-4.29257	1.92854	-4.56836	1.97072	-1.90853	-4.81994	1.38084e-005
-4.77905	1.68801	5.33598	-1.97076	-0.0812764	-4.86829	1.53442	-4.66444	1.72998	-1.93422	-4.80751	8.04514e-007
-4.90285	1.4398	5.35746	-1.98827	-0.108638	-4.98165	1.43611	-4.76186	1.48989	-1.9614	-4.79417	3.38646e-006
-4.96338	1.20327	5.31012	-1.98124	-0.0980184	-4.66779	1.28643	-4.86066	1.25049	-1.99007	-4.7799	8.81082e-007
-5.05976	0.98374	5.26602	-1.98395	-0.0913831	-4.98594	1.10894	-4.96095	1.01182	-2.02019	-4.76468	1.37616e-006
-5.12172	0.749129	5.22546	-1.9773	-0.0816154	-4.85498	0.825661	-5.06277	0.77393	-2.05174	-4.74848	9.5116e-007
-5.21447	0.458203	5.29722	-1.97204	-0.0752207	-4.84736	0.18101	-5.16621	0.536876	-2.08471	-4.73127	3.72772e-006
-5.28983	0.216505	5.27516	-1.9681	-0.0679002	-5.1231	0.257311	-5.27133	0.300706	-2.11906	-4.71303	1.09748e-006
-5.39845	-0.0241272	5.26553	-1.96358	-0.0419176	-5.99809	-0.290765	-5.3782	0.0654719	-2.15477	-4.69374	0.999054
-5.47003	-0.263547	5.24141	-1.958	-0.0345029	-5.29972	-0.212982	-5.4869	-0.168772	-2.1918	-4.67335	1.38826e-006
-5.59121	-0.44926	5.17631	-1.98227	-0.0687822	-5.64447	-0.144522	-5.59748	-0.401971	-2.23014	-4.65185	1.95216e-005
-5.72871	-0.63578	5.12458	-2.00775	-0.0973122	-5.85359	-0.445801	-5.71001	-0.634069	-2.26974	-4.62919	1.45097e-006
-5.84365	-0.862091	5.14197	-2.02943	-0.139167	-5.30947	-0.724468	-5.82456	-0.865006	-2.31058	-4.60536	3.20301e-005
-5.93864	-1.1279	5.18081	-2.02148	-0.119345	-5.87835	-1.26863	-5.94118	-1.09472	-2.35262	-4.58032	1.62976e-006
-6.02683	-1.39396	5.21374	-2.01168	-0.0996113	-5.68069	-1.52871	-6.05993	-1.32316	-2.39581	-4.55404	4.87173e-005
-6.16567	-1.60138	5.19069	-2.03238	-0.119834	-6.27263	-1.50938	-6.18087	-1.55025	-2.44014	-4.52648	1.91086e-006
-6.30969	-1.83448	5.24468	-2.06413	-0.177034	-6.11355	-1.75966	-6.30406	-1.77593	-2.48555	-4.49762	6.70061e-005
-6.41536	-2.08274	5.25816	-2.06199	-0.162873	-6.34007	-2.13685	-6.42954	-2.00014	-2.532	-4.46742	2.21145e-006
-6.56723	-2.2859	5.23151	-2.08481	-0.179489	-6.99344	-2.17445	-6.55738	-2.22281	-2.57946	-4.43585	9.09406e-005
-6.71681	-2.49499	5.2191	-2.10527	-0.194316	-6.79288	-2.4458	-6.68761	-2.44386	-2.62788	-4.40288	2.52124e-006
-6.87313	-2.70667	5.22177	-2.12764	-0.213175	-7.14408	-2.67584	-6.82029	-2.66323	-2.6772	-4.36847	0.000114936
-6.96475	-2.97424	5.2547	-2.1094	-0.175537	-6.8003	-3.10086	-6.95546	-2.88084	-2.7274	-4.3326	2.88635e-006
-7.09379	-3.19834	5.23872	-2.11271	-0.163563	-7.13937	-3.22028	-7.09316	-3.09663	-2.7784	-4.29523	0.00013979
-7.21863	-3.39492	5.19863	-2.12518	-0.170489	-7.12118	-3.26434	-7.23344	-3.3105	-2.83017	-4.25632	3.26519e-006
-7.36461	-3.64114	5.23402	-2.12843	-0.161864	-7.77186	-4.08999	-7.37632	-3.5224	-2.88265	-4.21586	0.000160939
-7.52447	-3.78264	5.14895	-2.16697	-0.203107	-7.49009	-3.49081	-7.52184	-3.73223	-2.93579	-4.1738	3.62689e-006
-7.66944	-3.99111	5.15199	-2.17987	-0.209406	-7.52393	-3.88213	-7.67004	-3.93992	-2.98953	-4.13012	0.00018554
-7.82337	-4.21868	5.17578	-2.18708	-0.204552	-7.88049	-4.29783	-7.82094	-4.14538	-3.04381	-4.08479	3.92624e-006
-7.97449	-4.43641	5.18217	-2.19465	-0.200039	-8.08524	-4.57834	-7.97457	-4.34854	-3.09857	-4.03778	0.000215306
-8.13515	-4.67349	5.21927	-2.19908	-0.191965	-8.22492	-4.79812	-8.13095	-4.5493	-3.15376	-3.98906	4.38406e-006
-8.27427	-4.87904	5.16444	-2.19697	-0.165809	-8.453	-4.95621	-8.2901	-4.74759	-3.2093	-3.93862	0.000246289
-8.40647	-5.09863	5.16442	-2.19508	-0.152884	-8.33552	-5.1059	-8.45204	-4.94331	-3.26514	-3.88641	4.74988e-006
-8.55279	-5.26926	5.08736	-2.20669	-0.150223	-8.55062	-4.79248	-8.61678	-5.13637	-3.32121	-3.83242	0.000265561
-8.74406	-5.46689	5.10622	-2.22979	-0.169587	-8.91477	-5.51752	-8.78433	-5.32669	-3.37745	-3.77663	4.95474e-006
-8.9027	-5.66484	5.09356	-2.23806	-0.166885	-9.04115	-5.69364	-8.95469	-5.51417	-3.43377	-3.71901	0.00028802
-9.0603	-5.85153	5.0798	-2.25012	-0.171815	-9.03391	-5.80267	-9.12788	-5.69872	-3.49012	-3.65955	5.35178e-006
-9.19874	-6.01216	4.99562	-2.25795	-0.165148	-8.86897	-5.41973	-9.30388	-5.88026	-3.54643	-3.59823	0.000313346
-9.37971	-6.11617	4.91813	-2.30184	-0.211293	-9.30811	-5.82368	-9.4827	-6.05868	-3.60261	-3.53503	5.53898e-006
-9.5546	-6.29909	4.92218	-2.31512	-0.21391	-9.80646	-6.41174	-9.66432	-6.23389	-3.6586	-3.46994	0.00032515
-9.69462	-6.50722	4.93117	-2.30713	-0.190277	-9.62547	-6.55958	-9.84874	-6.4058	-3.71431	-3.40295	5.81393e-006
-9.91676	-6.66565	4.97398	-2.34664	-0.231877	-10.6688	-6.35543	-10.0359	-6.57431	-3.76969	-3.33404	0.000358577
-10.1205	-6.82807	4.98191	-2.37279	-0.249954	-10.2246	-6.83402	-10.2259	-6.73933	-3.82463	-3.26321	6.38264e-006
-10.3053	-6.98963	4.98953	-2.39162	-0.259663	-10.2205	-6.71044	-10.4186	-6.90075	-3.87907	-3.19046	0.0004004
-10.5343	-7.16719	5.03408	-2.41688	-0.274122	-10.7616	-7.29159	-10.614	-7.05849	-3.93293	-3.11577	6.90551e-006
